query_file,NumberOfLines,NumberOfKeywords,Keywords, ,qlever_NumberOfResult,qlever_Class,qlever_Time,qlever_Error,  ,fuseki_NumberOfResult,fuseki_Class,fuseki_Time,fuseki_Error,   ,neptune_NumberOfResult,neptune_Class,neptune_Time,neptune_Error,    ,stardog_NumberOfResult,stardog_Class,stardog_Time,stardog_Error,     ,graphdb_NumberOfResult,graphdb_Class,graphdb_Time,graphdb_Error,      ,rdfox_NumberOfResult,rdfox_Class,rdfox_Time,rdfox_Error,       ,rdfox_adjusted_NumberOfResult,rdfox_adjusted_Class,rdfox_adjusted_Time,rdfox_adjusted_Error,        ,median,Arithmetic Mean,std,results_std
Query_049.sparql,6,3,"{'select': 1, 'where': 1, 'Order': 1}", ,,Error,600.0,"CHECK FAILED (Variable could not be mapped to result column. Var: ?itemLabel; in ../src/engine/QueryExecutionTree.cpp, line 77, function size_t QueryExecutionTree::getVariableColumn(const string&) const)", ,,Timeout,600.0,Query timed out, ,2.0,Success,0.2759126,, ,2.0,Success,0.1441905,, ,2.0,Success,0.0535412,, ,2.0,Success,0.0286774,, ,2.0,Success,0.017949185,, ,0.1441905,171.50289584071427,292.7192619666022,0.0
Query_050.sparql,9,9,"{'select': 1, 'SetFunc': 1, 'distinct': 1, 'as': 1, 'where': 1, 'PropertyPath': 1, 'groupby': 1, 'Order': 2}", ,,Error,600.0,"ParseException, cause: Expected a token of type IRI but got a token of type RDFLITERAL (/) in the input at pos 211 : / wikibase:wikiGroup ""wikipedia"" . # only Wikipedias articles
  hint:Prior hint:gearing ""forward"" .
  # This hint says to search the property chain above from left to right (""forward""),
  # i.e. it is checked if each previously found value for ?article ", ,0.0,Success,0.0051352,Empty Response, ,0.0,Success,0.0176383,Empty Response, ,1.0,Success,131.1439222,, ,0.0,Success,0.0021468,Empty Response, ,0.0,Success,0.0017194,Empty Response, ,0.0,Success,0.001076172,Empty Response, ,0.0051352,104.45309115314286,223.91426592786038,0.408248290463863
Query_051.sparql,7,8,"{'select': 1, 'distinct': 1, 'where': 1, 'filter': 2, 'TermFunc': 2, 'limit': 1}", ,,Error,600.0,"ParseException, cause: Expected '.' but got 'filter' in the input at pos 2181 : filter (lang(?LabelEN) = ""en"") .
  ?item rdfs:label ?LabelUK filter (lang(?LabelUK) = ""uk"") .
}
LIMIT 300", ,168.0,Success,1.0152709,, ,168.0,Success,0.4354002,, ,168.0,Success,207.4449427,, ,168.0,Success,0.1513493,, ,168.0,Success,0.129555,, ,168.0,Success,0.081088475,, ,0.4354002,115.6082295107143,227.1115114330316,0.0
Query_052.sparql,8,5,"{'select': 1, 'distinct': 1, 'where': 1, 'Order': 1, 'limit': 1}", ,,Error,600.0,"ParseException, cause: Unexpected input: [ wikibase:wikiGroup ""wikisource"" ];
                      schema:inLanguage ?wikisourceLanguage;
                      schema:about ?item.
  ?paper wdt:P31 wd:Q13442814;
         wdt:P50 ?item.
}
ORDER BY ?wikisourceLanguage
LIMIT 300", ,,Timeout,600.0,Query timed out, ,300.0,Success,8.1871448,, ,300.0,Success,25.9610722,, ,300.0,Success,9.6185728,, ,300.0,Success,6.5957719,, ,300.0,Success,4.128293632,, ,9.6185728,179.21297933314284,287.5392804579046,0.0
Query_053.sparql,7,3,"{'select': 1, 'where': 1, 'optional': 1}", ,39986.0,Success,0.1076284999999999,, ,39986.0,Success,6.8891503,, ,39986.0,Success,2.051083,, ,39986.0,Success,1.497972,, ,39986.0,Success,2.0545038,, ,39986.0,Success,1.5331018,, ,39986.0,Success,0.959568417,, ,1.5331018,2.156143973857143,2.193638454864186,0.0
Query_054.sparql,6,6,"{'select': 1, 'where': 1, 'filter': 1, 'Order': 2, 'limit': 1}", ,,Error,600.0,"ParseException, cause: Unexpected input: && ?died < ""2019-01-01T00:00:00Z""^^xsd:dateTime)
  ?person wikibase:sitelinks ?sitelinks.
#  service wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"". }
}  order by desc(?sitelinks) limit 100", ,0.0,Success,52.4613874,Empty Response, ,0.0,Success,0.3217136,Empty Response, ,0.0,Success,7.6447241,Empty Response, ,0.0,Success,4.4234024,Empty Response, ,0.0,Success,13.8745659,Empty Response, ,0.0,Success,8.684090797,Empty Response, ,8.684090797,98.20141202814284,221.95855645614236,0.0
Query_055.sparql,8,16,"{'select': 1, 'where': 1, 'PropertyPath': 3, 'optional': 2, 'bind': 2, 'StringFunc': 2, 'TermFunc': 1, 'as': 2, 'coalesce': 1, 'values': 1}", ,,,0.0012746,, ,,,0.0636752,, ,,,10.083531,, ,,,0.0041604,, ,,,0.0044261,, ,,,0.0011678,, ,,Error,600.0,QueryCompilationException: Builtin function with name 'http://wikiba.se/ontology#decodeUri' does not exist., ,0.0044261,87.16546215714285,226.16990557998963,
Query_056.sparql,6,5,"{'select': 1, 'where': 1, 'groupby': 1, 'Order': 2}", ,,Error,600.0,"BAD QUERY (Groupby variable ?parentLabel is not groupable; in ../src/engine/GroupBy.cpp, line 283, function virtual void GroupBy::computeResult(ResultTable*))", ,0.0,Success,0.1024909,Empty Response, ,0.0,Success,0.1871156,Empty Response, ,1.0,Success,0.0327031,, ,0.0,Success,0.0209698,Empty Response, ,0.0,Success,0.0105764999999999,Empty Response, ,0.0,Success,0.006619831,Empty Response, ,0.0327031,85.76578224728571,226.75598534920022,0.408248290463863
Query_057.sparql,10,5,"{'select': 1, 'distinct': 1, 'where': 1, 'values': 1, 'Order': 1}", ,549.0,Success,0.0026365,, ,549.0,Success,0.1299373,, ,549.0,Success,0.0801949,, ,549.0,Success,0.0134283,, ,549.0,Success,0.0276003999999999,, ,549.0,Success,0.0105641,, ,549.0,Success,0.00661207,, ,0.0134283,0.03871051,0.048183280222282854,0.0
Query_058.sparql,4,2,"{'select': 1, 'where': 1}", ,327.0,Success,0.0020274,, ,327.0,Success,0.0097282999999999,, ,327.0,Success,0.0226651,, ,327.0,Success,0.0057073,, ,327.0,Success,0.0038072,, ,327.0,Success,0.0013812,, ,327.0,Success,0.000864493,, ,0.0038072,0.0065972847142857,0.007719141545185069,0.0
Query_059.sparql,6,2,"{'select': 1, 'where': 1}", ,0.0,Success,0.0037209,Empty Response, ,0.0,Success,0.7267021,Empty Response, ,0.0,Success,0.3409049,Empty Response, ,0.0,Success,0.2199038999999999,Empty Response, ,0.0,Success,0.2006065,Empty Response, ,0.0,Success,0.0817747,Empty Response, ,0.0,Success,0.051182785,Empty Response, ,0.2006065,0.23211368357142853,0.24667660188171317,0.0
Query_060.sparql,5,5,"{'select': 1, 'distinct': 1, 'where': 1, 'filter': 1, 'StringFunc': 1}", ,,Error,600.0,"ParseException, cause: Unexpected input: STARTS(?bandLabel, 'M')) .
}", ,1451.0,Success,0.1010459,, ,1451.0,Success,0.2527023,, ,1451.0,Success,0.0688942999999999,, ,1451.0,Success,0.1135345,, ,1451.0,Success,0.0085719,, ,1451.0,Success,0.005365152,, ,0.1010459,85.79287343600001,226.74404508191512,0.0
Query_061.sparql,13,15,"{'select': 2, 'where': 2, 'SetFunc': 2, 'distinct': 1, 'as': 2, 'DateFunc': 1, 'filter': 1, 'TermFunc': 1, 'groupby': 1, 'Order': 2}", ,,Error,600.0,aggregates like COUNT are the only 'builtInCalls' that are supported by this parser, ,,Timeout,600.0,Query timed out, ,34.0,Success,0.0798932,, ,34.0,Success,0.2851932,, ,34.0,Success,0.0168837,, ,34.0,Success,0.0032763,, ,34.0,Success,0.002050636,, ,0.0798932,171.48389957657145,292.7322420803039,0.0
Query_062.sparql,7,6,"{'select': 1, 'distinct': 1, 'PropertyPath': 2, 'Order': 2}", ,,Error,600.0,"ParseException, cause: Error in SELECT: unexpected token: {", ,94.0,Success,1.1258979,, ,94.0,Success,0.5191858,, ,94.0,Success,0.0141469,, ,94.0,Success,0.0233482,, ,94.0,Success,0.0022206,, ,94.0,Success,0.001389874,, ,0.0233482,85.95516989628571,226.67285506092136,0.0
Query_063.sparql,19,17,"{'select': 2, 'where': 2, 'SetFunc': 4, 'as': 4, 'union': 1, 'optional': 1, 'groupby': 1, 'Order': 2}", ,,Error,600.0,"BAD QUERY (Could not find a suitable execution tree. Likely cause: Queries that require joins of the full index with itself are not supported at the moment.; in ../src/engine/QueryPlanner.cpp, line 2287, function std::vector<std::vector<QueryPlanner::SubtreePlan> > QueryPlanner::fillDpTab(const QueryPlanner::TripleGraph&, const std::vector<SparqlFilter>&, const std::vector<std::vector<QueryPlanner::SubtreePlan> >&))", ,,Error,600.0,Parse error: Variable used when already in-scope: ?human in ((AGG ?.0 SAMPLE(?human)) AS ?human), ,1978.0,Success,0.4920204,, ,,Timeout,600.0,com.complexible.stardog.plan.eval.operator.OperatorException$Cancelled: Query execution cancelled: Execution time exceeded query timeout 300000, ,1978.0,Success,0.1182597,, ,1978.0,Success,0.0227368,, ,1978.0,Success,0.014230963,, ,0.4920204,257.2353211232857,320.6270376816636,0.0
Query_064.sparql,5,11,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 8}", ,,Error,600.0,"NOT YET IMPLEMENTED (The property path ((<http://www.wikidata.org/prop/direct/P279>)?)/((<http://www.wikidata.org/prop/direct/P31>)?) can evaluate to the empty path which is not yet supported.; in ../src/engine/QueryPlanner.cpp, line 1487, function std::vector<QueryPlanner::SubtreePlan> QueryPlanner::seedFromPropertyPathTriple(const SparqlTriple&))", ,2.0,Success,1.0793549,, ,2.0,Success,0.6115475,, ,2.0,Success,0.1152699,, ,0.0,Timeout,600.0,Empty Response, ,,Timeout,600.0,Request exceeded the time limit of 300000 ms., ,,Timeout,600.0,Request exceeded the time limit of 300000 ms., ,600.0,343.1151674714286,320.39179797082545,1.0
Query_065.sparql,21,22,"{'select': 3, 'where': 3, 'SetFunc': 5, 'as': 5, 'union': 1, 'optional': 1, 'groupby': 2, 'Order': 2}", ,,Error,600.0,"BAD QUERY (Could not find a suitable execution tree. Likely cause: Queries that require joins of the full index with itself are not supported at the moment.; in ../src/engine/QueryPlanner.cpp, line 2287, function std::vector<std::vector<QueryPlanner::SubtreePlan> > QueryPlanner::fillDpTab(const QueryPlanner::TripleGraph&, const std::vector<SparqlFilter>&, const std::vector<std::vector<QueryPlanner::SubtreePlan> >&))", ,,Error,600.0,Parse error: Variable used when already in-scope: ?human in ((AGG ?.0 SAMPLE(?human)) AS ?human), ,48.0,Success,0.3209666,, ,,Timeout,600.0,com.complexible.stardog.plan.eval.operator.OperatorException$Cancelled: Query execution cancelled: Execution time exceeded query timeout 300000, ,48.0,Success,0.0823486,, ,48.0,Success,0.017422,, ,48.0,Success,0.01090443,, ,0.3209666,257.20452023285713,320.6558262960936,0.0
Query_066.sparql,10,16,"{'select': 2, 'PropertyPath': 1, 'as': 3, 'where': 2, 'SetFunc': 2, 'distinct': 2, 'groupby': 1, 'Order': 2, 'limit': 1}", ,,Error,600.0,"CHECK FAILED (Variable could not be mapped to result column. Var: ?rank; in ../src/engine/QueryExecutionTree.cpp, line 77, function size_t QueryExecutionTree::getVariableColumn(const string&) const)", ,100.0,Success,6.1368641,, ,100.0,Success,19.5428245,, ,100.0,Success,1.6322882,, ,100.0,Success,3.1401614,, ,100.0,Success,2.5048411,, ,100.0,Success,1.567780044,, ,3.1401614,90.646394192,224.69366508349688,0.0
Query_067.sparql,8,5,"{'select': 1, 'where': 1, 'bind': 1, 'as': 1, 'Order': 1}", ,,Error,600.0,"ParseException, cause: Unexpected input: [
          pq:P1545 ?seasonNumber] .
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"" }
} ORDER BY xsd:integer(?seasonNumber)", ,0.0,Success,0.0048742,Empty Response, ,0.0,Success,0.0176851,Empty Response, ,0.0,Success,0.0067231,Empty Response, ,0.0,Success,0.0031647,Empty Response, ,0.0,Success,0.0011417999999999,Empty Response, ,0.0,Success,0.000714653,Empty Response, ,0.0048742,85.71918622185716,226.77652295736306,0.0
Query_068.sparql,8,7,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 2, 'filter': 1, 'Order': 1}", ,,,0.00119,, ,,,0.075681,, ,,,0.0193221,, ,,,0.0031792,, ,,,0.004016,, ,,,0.0012163,, ,,Error,600.0,QueryCompilationException: Builtin function with name 'http://wikiba.se/ontology#isSomeValue' does not exist., ,0.004016,85.72922922857143,226.77209591761718,
Query_069.sparql,15,17,"{'select': 1, 'SetFunc': 4, 'as': 4, 'optional': 3, 'PropertyPath': 1, 'groupby': 1, 'Order': 1, 'if': 1, 'bound': 1}", ,,Error,600.0,"ParseException, cause: Error in SELECT: unexpected token: {", ,,Error,600.0,Parse error: Variable used when already in-scope: ?seasonNumber in ((AGG ?.0 SAMPLE(?seasonNumber)) AS ?seasonNumber), ,456.0,Success,0.0793668999999999,, ,456.0,Success,0.0236678,, ,456.0,Success,0.0391983,, ,456.0,Success,0.0041142999999999,, ,456.0,Success,0.00257514,, ,0.0391983,171.44984606285718,292.75548967653685,0.0
Query_070.sparql,8,7,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 2, 'optional': 1, 'Order': 1}", ,,Error,600.0,"ParseException, cause: Expected either a variable or ASC/DESC after ORDER BY.", ,481.0,Success,1.4338873,, ,481.0,Success,0.4436122,, ,481.0,Success,0.2140286,, ,481.0,Success,0.0177814,, ,481.0,Success,0.0028265,, ,481.0,Success,0.001769106,, ,0.2140286,86.01627215799999,226.64609174819887,0.0
Query_071.sparql,7,7,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'optional': 1, 'groupby': 1, 'Order': 1}", ,,Error,600.0,"ParseException, cause: Expected '.' but got 'optional' in the input at pos 163 : OPTIONAL { ?item wdt:P18 ?_image. }
} GROUP BY ?item ?itemLabel ?_image
ORDER BY (?date)", ,61.0,Success,0.0071889999999999,, ,61.0,Success,0.0215557,, ,61.0,Success,0.0067618999999999,, ,61.0,Success,0.004628,, ,61.0,Success,0.0013447,, ,61.0,Success,0.000841648,, ,0.0067618999999999,85.72033156400002,226.77601794204105,0.0
Query_072.sparql,6,6,"{'select': 1, 'SetFunc': 1, 'distinct': 1, 'as': 1, 'where': 1, 'groupby': 1}", ,,Error,600.0,absl::container_internal::raw_hash_map<>::at, ,2603.0,Success,0.0615054,, ,2603.0,Success,0.1304654999999999,, ,2603.0,Success,0.0931399,, ,2603.0,Success,0.0337768,, ,2603.0,Success,0.0065323,, ,2603.0,Success,0.004088567,, ,0.0615054,85.76135835242859,226.75793134761042,0.0
Query_073.sparql,11,13,"{'select': 1, 'SetFunc': 2, 'as': 2, 'where': 1, 'minus': 1, 'optional': 3, 'groupby': 1, 'Order': 2}", ,,Error,600.0,"ParseException, cause: Unexpected input: [] }
  OPTIONAL { ?item wdt:P18 ?img }
  OPTIONAL { ?item wdt:P569 ?dob } 
  OPTIONAL { ?item wikibase:sitelinks ?sl } 
    #SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en""}
} GROUP BY ?item ?itemLabel ?itemDescription ?sl
ORDER BY DESC(?sl)", ,,Error,600.0,Parse error: Variable used when already in-scope: ?dob in ((AGG ?.1 SAMPLE(?dob)) AS ?dob), ,2826.0,Success,0.4908278,, ,2826.0,Success,0.2159965,, ,2826.0,Success,10.1347008,, ,2826.0,Success,0.4218096,, ,2826.0,Success,0.264010629,, ,0.4908278,173.075335047,291.66697508752867,0.0
Query_074.sparql,8,3,"{'select': 1, 'where': 1, 'limit': 1}", ,,Error,600.0,"ParseException, cause: Expected 'union' but got '{' in the input at pos 2007 : { ?item wdt:P106 wd:Q33999 }
 
  # look for articles (sitelinks) in Punjabi (""pa"")
    { ?sitelink schema:about ?item . ?sitelink schema:inLanguage ""pa"" }

  # humans only
    ?item wdt:P31 wd:Q5 .
}
#Listeria can only handle up to 5000
LIMIT 5000", ,137.0,Success,5.69487,, ,137.0,Success,0.1273992,, ,137.0,Success,0.0816291,, ,137.0,Success,0.0271525,, ,137.0,Success,0.0925941,, ,137.0,Success,0.057954647,, ,0.0925941,86.58308564957144,226.40526056301584,0.0
Query_075.sparql,6,7,"{'select': 1, 'where': 1, 'optional': 2, 'PropertyPath': 1, 'Order': 2}", ,,Error,600.0,"ParseException, cause: Expected a token of type IRI but got a token of type RDFLITERAL (/) in the input at pos 1999 : / ps:P175 ?performer }
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"" }
}
ORDER BY ASC(xsd:integer(?ordinal) )", ,17.0,Success,0.004389,, ,17.0,Success,0.01911,, ,17.0,Success,0.6215088,, ,17.0,Success,0.0024723,, ,17.0,Success,0.0689051,, ,17.0,Success,0.043127702,, ,0.043127702,85.82278755742857,226.73094819733475,0.0
Query_076.sparql,4,2,"{'select': 1, 'where': 1}", ,46479.0,Success,0.1335046,, ,46479.0,Success,2.4908772,, ,46479.0,Success,0.5367998,, ,46479.0,Success,0.7579935,, ,46479.0,Success,0.4901926,, ,46479.0,Success,0.6411568,, ,46479.0,Success,0.401300041,, ,0.5367998,0.7788320772857142,0.7801023002301926,0.0
Query_077.sparql,4,4,"{'select': 1, 'distinct': 1, 'where': 1, 'filter': 1}", ,,Error,600.0,"ParseException, cause: Unexpected input: && (?pubdate <= ""2017-12-31T00:00:00Z""^^xsd:dateTime))
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"". }
}", ,5819.0,Success,2.1545331,, ,5819.0,Success,1.2098709,, ,5819.0,Success,12.8073553,, ,5819.0,Success,0.6479667,, ,5819.0,Success,0.4984922,, ,5819.0,Success,0.312006268,, ,1.2098709,88.23288920971429,225.7120587110294,0.0
Query_078.sparql,12,9,"{'select': 1, 'distinct': 1, 'where': 1, 'values': 1, 'filter': 2, 'StringFunc': 1, 'Order': 1, 'limit': 1}", ,,Error,600.0,"ParseException, cause: Unexpected input: CONTAINS(?genreLabel, ""rock"") .
    FILTER (?statementcount > 50 ) .
    #SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"" }
}
ORDER BY ?humanLabel
LIMIT 50", ,0.0,Success,55.2118923,Empty Response, ,0.0,Success,0.6401029,Empty Response, ,0.0,Success,2.189932,Empty Response, ,0.0,Success,0.6141677,Empty Response, ,0.0,Success,0.4958292,Empty Response, ,0.0,Success,0.310339496,Empty Response, ,0.6401029,94.20889479942858,223.95202869107464,0.0
Query_080.sparql,7,9,"{'select': 1, 'distinct': 1, 'where': 1, 'filter': 2, 'notexists': 2, 'optional': 1, 'Order': 1}", ,,Error,600.0,"ParseException, cause: Unexpected input: NOT EXISTS {?country wdt:P31 wd:Q3024240}
  #and no an ancient civilisation (needed to exclude ancient Egypt)
  FILTER NOT EXISTS {?country wdt:P31 wd:Q28171280}
  OPTIONAL { ?country wdt:P36 ?capital } .

  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"" }
}
ORDER BY ?countryLabel", ,202.0,Success,0.0128973,, ,202.0,Success,0.0311332999999999,, ,202.0,Success,0.0063444,, ,202.0,Success,0.0080355,, ,202.0,Success,0.0015131,, ,202.0,Success,0.000947049,, ,0.0080355,85.72298152128572,226.774849545145,0.0
Query_081.sparql,7,8,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 3, 'minus': 2}", ,,Error,600.0,"ParseException, cause: Unexpected input: a wikibase:BestRank;
                     ps:P463 wd:Q1065.
  MINUS { ?memberOfStatement pq:P582 ?endTime. }
  MINUS { ?state wdt:P576|wdt:P582 ?end. }
}", ,,Error,600.0,File is empty, ,193.0,Success,0.1072675,, ,193.0,Success,0.0095062,, ,193.0,Success,14.0931902,, ,193.0,Success,0.0023189,, ,193.0,Success,0.0014514,, ,0.1072675,173.4591048857143,291.4281507049691,0.0
Query_082.sparql,11,14,"{'select': 2, 'distinct': 1, 'where': 2, 'SetFunc': 1, 'as': 1, 'PropertyPath': 4, 'groupby': 1, 'Order': 2}", ,0.0,Success,0.0268447,Empty Response, ,,Error,600.0,Parse error: Variable used when already in-scope: ?population in ((AGG ?.0 MAX(?population)) AS ?population), ,290.0,Success,0.5556766000000001,, ,0.0,Success,21.5148112,Empty Response, ,290.0,Success,0.6754462,, ,290.0,Success,1.5065106,, ,290.0,Success,0.942924985,, ,0.942924985,89.31745918357142,225.32330546066285,149.75535605335344
Query_083.sparql,16,17,"{'select': 3, 'NumbericFunc': 1, 'PropertyPath': 1, 'as': 2, 'where': 3, 'SetFunc': 1, 'distinct': 1, 'filter': 1, 'notexists': 1, 'groupby': 1, 'Order': 2}", ,,Error,600.0,"ParseException, cause: Unexpected input: ROUND(?wikiPersons/?population*1000000) AS ?wikiPersonsPerM)
WHERE
{
  { SELECT ?country (count(*) as ?wikiPersons) WHERE {
    {SELECT DISTINCT ?person ?country WHERE {
      wd:Q458 wdt:P150 ?country .   # European Union  contains administrative territorial entity
      # BIND( wd:Q30 AS ?country ) # use instead of previous line to check individual countries
      ?person wdt:P31 wd:Q5 .
      ?person wdt:P27 ?country .
      FILTER NOT EXISTS{ ?person wdt:P570 ?date } # only count living people
    } }
  } GROUP BY ?country  }
  ?country wdt:P1082 ?population
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"" }
}
ORDER BY DESC(?wikiPersonsPerM)", ,,Timeout,600.0,Query timed out, ,27.0,Success,19.6766103,, ,27.0,Success,7.553713,, ,27.0,Success,8.7493777,, ,27.0,Success,3.7323548,, ,27.0,Success,2.336080869,, ,8.7493777,177.43544809557142,288.7203950893112,0.0
Query_084.sparql,5,5,"{'select': 1, 'where': 1, 'PropertyPath': 2, 'limit': 1}", ,100.0,Success,0.0019248999999999,, ,,Timeout,600.0,##  Query cancelled due to timeout during execution   ##, ,,Timeout,600.0,"{""code"":""TimeLimitExceededException"",""requestId"":""c8bf725e-fe97-3525-6be6-30b17627cfdf"",""detailedMessage"":""Operation terminated (deadline exceeded)""}", ,100.0,Success,0.3620479,, ,100.0,Success,0.0069446,, ,100.0,Success,0.0019564,, ,100.0,Success,0.001224511,, ,0.0069446,171.48201404442855,292.7335429905515,0.0
Query_085.sparql,5,5,"{'select': 1, 'distinct': 1, 'groupby': 1, 'Order': 2}", ,,Error,600.0,"ParseException, cause: Error in SELECT: unexpected token: {", ,183.0,Success,0.0092684,, ,183.0,Success,0.0224186,, ,183.0,Success,0.0071223,, ,183.0,Success,0.0046304,, ,183.0,Success,0.0013762,, ,183.0,Success,0.000861,, ,0.0071223,85.72081098571428,226.77580654725938,0.0
